amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
152202,Axis India Manufacturing Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF846K016S3
148634,Axis Innovation Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF846K01X71
145110,Axis Large & Mid Cap Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF846K01J46
120465,Axis Large Cap Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF846K01DP8
120389,Axis Liquid Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF846K01CX4
151179,Axis Long Duration Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Long Duration,INF846K014L3
120505,Axis Midcap Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF846K01EH3
153083,Axis Momentum Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF846K011Z9
147567,Axis Money Market Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF846K01Q62
120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF846K01EV4
149847,Axis Multi Factor Passive FoF - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF846K011G9
153960,Axis Multi-Asset Omni FoF - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF846KA1366
149383,Axis Multicap Fund - Direct Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF846K013E0
150751,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF846K012K9
147666,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K01S29
149373,Axis Nifty 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K013D2
152731,Axis Nifty 500 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K019W9
152629,Axis Nifty Bank Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K015W7
151785,Axis Nifty IT Index Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K017R3
154326,Axis Nifty India Defence Index Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846KA1523
149936,Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K019H0
149466,Axis Nifty Next 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K019E7
150854,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K018K6
149894,Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K013H3
154460,Axis Nifty50 Equal Weight Index Fund-Direct Plan- Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846KA1564
153244,Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846KA1044
153829,Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846KA1200
152949,Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF846K013Y8
146675,Axis Overnight Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF846K01N65
148993,Axis Quant Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF846K01Z87
147825,Axis Retirement Fund - Aggressive Plan - Direct Growth,Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF846K01S86
147830,Axis Retirement Fund - Conservative Plan - Direct Growth,Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF846K01T69
147826,Axis Retirement Fund - Dynamic Plan - Direct Growth,Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF846K01T28
153624,Axis Services Opportunities Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF846KA1168
120510,Axis Short Duration Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF846K01EI1
150615,Axis Silver Fund of Fund- Direct Plan-Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF846K015J4
125354,Axis Small Cap Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF846K01K35
120475,Axis Strategic Bond Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF846K01DT0
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF846K01EN1
152240,Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF846K017T9
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF846K01F40
149166,Axis Value Fund - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF846K010C0
153075,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF0QA701946
153201,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF0QA701AK0
153758,BAJAJ FINSERV EQUITY SAVINGS FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF0QA701BT9
153157,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF0QA701AB9
152783,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF0QA701896
153309,BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF0QA701AV7
153612,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF0QA701BN2
118474,BANDHAN Arbitrage Fund-Direct Plan- Growth,Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF194K01Y60
131355,BANDHAN Balanced Advantage Fund Direct Plan Growth,Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF194KA1UH1
150868,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1ET9
150888,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1EZ6
150871,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1EN2
150746,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1EH4
151408,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1FF5
148792,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1BV1
148789,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1BP3
118491,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF194K015B9
135916,BANDHAN Corporate Bond Fund - Direct Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF194KA1M23
140603,BANDHAN Credit Risk Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Credit Risk,INF194KA1X61
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF194K01N63
118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF194K01Y29
118477,BANDHAN Equity Savings Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF194K01Z02
151816,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF194KB1GB2
148711,BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Floating Rate,INF194KB1BA5
118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF194K01W62
118469,BANDHAN Infrastructure Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF194K01X46
118364,BANDHAN LIQUID Fund -Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF194K01I60
118479,BANDHAN Large Cap Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF194K01Z44
118371,BANDHAN Low Duration Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF194K01J77
150404,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF194KB1DJ2
149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF194KB1CL0
149832,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1CR7
150636,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1DV7
150591,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1DP9
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194K012A8
152264,BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1HG9
146191,BANDHAN Overnight Fund - Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF194KB1447
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF194KB1AL4
150716,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF194KB1EB7
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF194KA16R3
143614,BANK OF INDIA Arbitrage Fund Direct Plan Growth,Bank of India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF761K01ED3
127850,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,Bank of India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF761K01BO6
119393,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF761K01819
119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF761K01884
148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF761K01FF5
119350,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF761K01652
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF761K01FL3
119369,BANK OF INDIA Liquid Fund- Direct Plan- Growth,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF761K01785
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,Bank of India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF761K01DM6
119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF761K01702
147951,BANK OF INDIA Overnight Fund Direct Plan Growth,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF761K01EU7
119382,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF761K01736
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF761K01EP7
119379,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF761K01892
150251,BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF251K01OT0
150206,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF251K01HR8
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF251K01GP4
150159,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF251K01HF3
150264,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF251K01PN0
150266,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF251K01PT7
150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF251K01HN7
150169,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF251K01GJ7
150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF251K01HQ0
149401,BHARAT Bond ETF FOF - April 2032 Direct Growth,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF754K01NY5
150989,BHARAT Bond ETF FOF - April 2033 - Direct Plan - Growth,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF754K01RC2
148446,BHARAT Bond FOF- April 2025- Direct Pan- Growth Option,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF754K01LI2
148450,BHARAT Bond FOF- April 2031- Direct Plan- Growth Option,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF754K01LO0
152077,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF0QA701524
152194,Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF0QA701656
153937,Bajaj Finserv Banking and Financial Services Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF0QA701BZ6
152162,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF0QA701607
151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF0QA701342
153206,Bajaj Finserv Gilt Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF0QA701AP9
152408,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF0QA701763
151833,Bajaj Finserv Liquid Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF0QA701011
154204,Bajaj Finserv Low Duration Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF0QA701CF6
151889,Bajaj Finserv Money Market Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Money Market Fund,Money Market,INF0QA701334
152639,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF0QA701821
153506,Bajaj Finserv Nifty 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF0QA701BA9
153479,Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF0QA701BG6
151849,Bajaj Finserv Overnight Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF0QA701177
140382,Bandhan Aggressive Hybrid Fund-Direct Plan Growth,Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF194KA1U56
118485,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF194K012B6
152844,Bandhan BSE Healthcare Index Fund Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1IS2
153838,Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF194KB1KB4
121279,Bandhan Banking and PSU Fund - Direct Growth,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF194K015G8
